Название судна;Регистровый номер;Номер ИМО;Бывшее название;Позывной;Порт приписки;Флаг;Символ класса;Переоборудование/модернизация существенного характера;Материал корпуса;Тип судна;Дата закладки киля;Дата постройки;Страна постройки;Строительный номер;Дата значительной части;Значительная часть;Валовая вместимость;Чистая вместимость;Дедвейт;Водоизмещение;Длина наибольшая (теоретическая);Длина габаритная;Длина расчетная;Ширина габаритная;Высота борта;Осадка;Скорость;Тип силовой установки;Главные двигатели;Количество и мощность ГЭД;Количество и тип движителя;Количество лопастей;Количество и мощность генераторов;Главные котлы;Холодильная установка;Рабочая температура;Хладагенты;Радио-навигационное оборудование;Количество и кубатура грузовых трюмов;Охлаждаемые грузовые помещения;Наливные танки;Количество и тип контейнеров;Количество палуб;Количество переборок;Число пассажиров коечные;Число пассажиров бескоечных;Спецперсонал;Грузовые люки (число и размер в свету);Стрелы;Краны;Запасы топлива;Типы топлива;Водяной балласт;Подогреватели;Характеристика снабжения;Категория якорных цепей;Калибр якорных цепей
БАЗИЛИКА;763665;7628813;КАСПИАН ДИНАРА;UBPU3;Астрахань;Россия;KM* supply vessel, special purpose ship;;Сталь;Исследовательское;22.09.1976;24.02.1977;Сингапур;395CKC;;;993 MK-1969;298 MK-1969;1054.000 т.;1042 т.;52.50 м.;52.50 м.;48.00 м.;12.00 м.;3.00 м.;2.13 м.;07.июн;Дизельная;Год постройки ГД: 1977 Страна постройки: США Фирма постройки ГД: CATERPILLAR INC. Количество и мощность ГД: 2*313 Марка ГД: D353 TA;;2 - Винт фиксированного шага цельнолитой;4;2* 82;;;;;Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Магнитный компас Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиостанция спасательных средств (не ГМССБ) (не используется) Радиотелефонная станция (Не используется с 01.02.2009 года) Радиотелефонная станция ОВЧ (не ГМССБ) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Станция морской спутниковой связи (не ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);;;;;1.0;8.0;0.0;0.0;20.0;;;;336;Дизельное;192 m3;;230;Обыкновенная;25.апр
БАЙГА;830060;8139120;ВЕТЛУГА;UAWF;Архангельск;Россия;KM(*) L1 [1] AUT2 fishing vessel;;Сталь;Рыболовное;23.03.1983;28.09.1983;СССР;361;;;1734 MK-1969;677 MK-1969;966.000 т.;2534 т.;69.80 м.;69.80 м.;63.20 м.;13.02 м.;8.90 м.;4.87 м.;13.фев;Дизельная;Год постройки ГД: 1982 Страна постройки: Чехословакия Фирма постройки ГД: CKD PRAGA K.P. Количество и мощность ГД: 1*1618 Марка ГД: 6L 525 IIPS;;1 - Винт регулируемого шага;3;1* 150 2* 513;;;-25;R22;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиотелеграфнотелефонная станция (Не используется с 1999 года) Радиотелефонная станция ОВЧ (не ГМССБ) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*65 1*30;2* 1100;1* 14;;2;6;0;0;0;1 - 1.2*1.4 1 - 0.8*0.8Р 2 - 2.0*2.0;2*1.6;1*1.2;264;Дизельное;67 m3;ПБ;459;Обыкновенная;40.0
БАЙКАЛ;172301;;РСХ 85-91;UGSY;Холмск;Россия;(KM)* R3 fishing vessel;;;Рыболовное;01.01.1989;01.10.1989;Япония;;;;44;13;11.000 т.;76 т.;-;22.19 м.;18.52 м.;4.20 м.;1.49 м.;1.24 м.;10.0;Дизельная;Год постройки ГД: 1989 Страна постройки: Япония Фирма постройки ГД: MITSUBISHI HEAVY INDUSTRIES LTD Количество и мощность ГД: 1*558 Марка ГД: S6RF-MTK;;1 - Винт фиксированного шага цельнолитой;3;1* 80;;;;;Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Магнитный компас Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка СЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);;;;;1.0;6.0;0.0;0.0;0.0;;;;7;Дизельное;0 m3;;54;Трос;60.0
БАЙКАЛ;861232;8726351;BAYKAL;UCWU;Новороссийск;Россия;KM(*) L3 [1] R3 floating crane;;Сталь;Крановое;08.09.1986;31.03.1987;Венгрия;2483;;;606 MK-1969;181 MK-1969;211.000 т.;1174 т.;36.52 м.;36.52 м.;36.30 м.;18.72 м.;3.20 м.;2.11 м.;03.июл;Дизель-электрическая;Год постройки ГД: 1986 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 1*530 Марка ГД: 6VD 26/20 AL-1;2* 145;2 - Винт фиксированного шага цельнолитой;3;1* 100 1* 460;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Командно-трансляционное устройство Магнитный компас Приемник электронной системы определения местоположения (ЭСОМ) Радиоустановка ОВЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);;;;;1.0;4.0;0.0;0.0;0.0;;;1*35.0;43;Дизельное;201 m3;;485;Обыкновенная;38.0
БАКАР;923443;9066411;BAKAR;UEDI;Находка;Россия;KM* Oil tanker (ESP);;Сталь;Нефтяной танкер;27.08.1992;27.01.1993;Япония;571;;;2032 MK-1969;903 MK-1969;2929.000 т.;4414 т.;89.90 м.;89.90 м.;85.00 м.;13.20 м.;6.50 м.;5.57 м.;13.апр;Дизельная;Год постройки ГД: 1992 Страна постройки: Япония Фирма постройки ГД: AKASAKA DIESELS LIMITED Количество и мощность ГД: 1*2427 Марка ГД: A41;;1 - Винт регулируемого шага;4;1* 400 1* 80 1* 200;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;8* 3350;;1;11;0;0;0;;;;184;Дизельное, Мазут;953 m3;;572;Повышенной прочности;38.0
БАКЛАНОВО;801602;7945663;;UGBT;Петропавловск-Камчатский;Россия;KM(*) L2 [1] AUT2 REF fishing vessel;;Сталь;Рыболовное;16.09.1980;10.09.1981;СССР;522;;;4347 MK-1969;1304 MK-1969;1815.000 т.;5720 т.;103.70 м.;103.70 м.;96.40 м.;16.02 м.;10.20 м.;5.90 м.;16.янв;Дизельная;"Год постройки ГД: 1980 Страна постройки: СССР Фирма постройки ГД: ""РУССКИЙ ДИЗЕЛЬ"", ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО Количество и мощность ГД: 1*2574 Марка ГД: 6ЧН 40/46 ОМ4Год постройки ГД: 1979 Страна постройки: Финляндия Фирма постройки ГД: WARTSILA DIESEL OY Количество и мощность ГД: 1*2574 Марка ГД: 6ЧН 40/46";;1 - Винт регулируемого шага;4;2* 1600 3* 160;;REF(*) QUICK FREEZING;-28;R22;Аппаратура автоматической идентификационной системы Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*370 1*50;2* 2219;2* 35;;2;7;0;0;0;1 - 2.0*1.6Р 1 - 2.7*2.5Р 1 - 2.9*2.7;6*3.2;;1130;Дизельное, Моторное;770 m3;ПТ;850;Повышенной прочности;46.0
БАКУ БРИЗ;922972;8858702;BAKU BREEZE;UGFC;Таганрог;Россия;KM* L4 R2-RSN(4,5) General dry cargo ship;2023-08-31 1. Установлены водонепроницаемые переборки (с водогазонепроницаемыми дверями) на 22 шп. ПрБ и ЛБ, для образования непроницаемого пространства под палубой бака между 16 и 22 шп. Зашит участок обшивки борта шп. 20-22 между главной и верхней палубами, ПрБ и ЛБ. Для этих же целей на палубе бака установлен водонепроницаемый тамбур трапа, для схода во вновь образуемое закрытое помещение.2. Установлены водонепроницаемые переборки (с водогазонепроницаемыми дверями) на184 шп. ПрБ и ЛБ. Для образования непроницаемого пространства под верхней палубой между180 и 184 шп. установлена непроницаемая обшивка стенок продольного комингса. Для этих же целей на верхней палубе установлен водонепроницаемый тамбур трапа, для схода во вновь образуемое закрытое помещение.3. Установлено компенсирующее соединение в месте стыковки верхней палубы и стенок комингса с кормовой надстройкой – в районе 183?184шп.4. Обеспечен аварийный выход из МО на открытый участок палубы, установив шахту с противопожарной изоляцией от платформы МО до верхней палубы.5. Выполнен в кормовой части судна (транец?211шп) водонепроницаемый корпус, путем установки бортовой обшивки и нового участка шлюпочной палубы. На шлюпочной палубе установлен водонепроницаемый тамбур трапа, для схода во вновь образуемое закрытое помещение. Вновь образуемое кормовое помещение разделено на четыре кладовых, путем установки внутренних переборок.6. Установлен на вновь образованной шлюпочной палубе водонепроницаемый тамбур трапа для схода в помещение АДГ.7. В связи с зашивкой участка главной палубы в районе транец?211 шп., все якорно?швартовное оборудование перемещено на вновь образованную шлюпочную палубу.8. Выполнен перенос спускоподъемного устройства для спасательной шлюпки, а также перенос дежурной шлюпки.9. В связи с зашивкой участка главной палубы в районе шп.16-20 выполнен перенос носовой мачты с фундаментов на главную палубу. Мачта укорочена я на величинувертикального переноса для сохранения положения сигнально-отличительных;Сталь;Судно для генерального груза;31.01.1992;26.10.1992;Россия;1054;;;5179 MK-1969;2749 MK-1969;6066.000 т.;8178 т.;138.30 м.;138.30 м.;132.25 м.;16.70 м.;5.50 м.;4.10 м.;9.0;Дизельная;"Год постройки ГД: 1992 Страна постройки: Россия Фирма постройки ГД: ""РУССКИЕ МОТОРЫ"", ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО Количество и мощность ГД: 2*883 Марка ГД: 6ЧРН 36/45";;2 - Винт фиксированного шага цельнолитой;4;2* 100 1* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Упрощенный регистратор данных рейса Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1908 1*2738 1*2674 1*2038;;;;1;10;0;0;0;D 1 - 18.6*13.3D 1 - 25.8*13.3D 1 - 25.2*13.3D 1 - 19.2*13.3;;;132;Дизельное;3084 m3;ПТ;655;Повышенной прочности;44.0
БАКУ СКАЙ;886437;8857681;BAKU SKY;UBKG2;Таганрог;Россия;KM* L4 R2-RSN;;Сталь;Генгруз;21.09.1988;30.01.1989;Румыния;278;;;2583 MK-1969;967 MK-1969;2955.000 т.;4421 т.;108.40 м.;108.40 м.;105.00 м.;14.80 м.;5.00 м.;3.29 м.;10.фев;Дизельная;Год постройки ГД: 1988 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;3* 50;;;;;Аппаратура автоматической идентификационной системы Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1070 2*1100 1*1043;;;;1;6;0;0;0;4 - 15.6*10.9;;;171;Дизельное;1628 m3;;490;Обыкновенная;40.0
БАКУ СТАР;886475;8867040;BAKU STAR;UBKG4;Таганрог;Россия;KM* L4 R2-RSN;;Сталь;Генгруз;26.10.1988;27.02.1989;Румыния;;;;2570 MK-1969;967 MK-1969;2957.000 т.;4424 т.;108.40 м.;108.40 м.;102.53 м.;14.80 м.;5.00 м.;3.29 м.;10.0;Дизельная;Год постройки ГД: 1988 Страна постройки: Германия Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 2*515 Марка ГД: 6NVD 48A-2U;;2 - Винт фиксированного шага цельнолитой;4;2* 50 1* 64;;;;;Аппаратура автоматической идентификационной системы Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Оборудование системы опознавания судов и слежения за ними на дальнем расстоянии Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник цифрового избирательного вызова (не используется) Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Система контроля дееспособности вахтенного помощника капитана Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Судовая система охранного оповещения Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;1*1070 2*1100 1*1043;;;;1;6;0;0;0;4 - 10.9*15.6;;;171;Дизельное;1553 m3;;490;Обыкновенная;40.0
БАЛЕЙ;830323;8227575;;UIJE;Петропавловск-Камчатский;Россия;KM(*) L2 Fishing vessel;;Сталь;Рыболовное судно;14.09.1983;31.05.1984;СССР;1223;;;459 MK-1969;137 MK-1969;207.000 т.;781 т.;44.88 м.;44.88 м.;39.37 м.;9.47 м.;5.10 м.;3.77 м.;11.май;Дизельная;Год постройки ГД: 1983 Страна постройки: ГДР Фирма постройки ГД: MTU REMAN TECHNOLOGIES GMBH Количество и мощность ГД: 1*588 Марка ГД: 6NVD 48A-2U;;1 - Винт фиксированного шага цельнолитой;4;3* 150;;;;;Аппаратура автоматической идентификационной системы с ГНСС ГЛОНАСС Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Командно-трансляционное устройство Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ/ВЧ (ГМССБ) Система управления курсом судна (авторулевой) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Станция морской спутниковой связи (не ГМССБ) Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО);1*210;;;;1;5;0;0;0;1 - 2.1*2.1;;;66;Дизельное;32 m3;;290;Обыкновенная;31.0
БАЛК СТ 1;785768;8636805;BULK ST 1;;Темрюк;Россия;KE* R3-RSN;;;Навалочное/Баржа;01.01.1978;01.05.1978;Норвегия;227;;;5711 MK-1969;4108 MK-1969;11530.000 т.;13349 т.;120.86 м.;120.86 м.;115.47 м.;17.50 м.;9.00 м.;7.30 м.;0.0;Несамоходное;;;;;2* 67 1* 28;;;;;;1*5763 1*5350 1*2896;;;;1;5;;;;1 - 32.8*10.4 1 - 30.5*10.4 1 - 14.4*10.4;;;;;3395 m3;;838;Повышенной прочности;48.0
БАЛТ ФЛОТ 1;141660;9751872;;UBGM7;Большой порт Санкт-Петербург;Россия;(KM)* Ice1 (hull, machinery) R3 AUT1 LI SI General dry cargo ship, oil tanker(>60°C)(ESP);;Сталь;Нефтеналивное/Генгруз;16.12.2013;31.10.2014;Россия;5401;;;3928 MK-1969;1419 MK-1969;5778.000 т.;7881 т.;140.85 м.;140.95 м.;140.66 м.;16.90 м.;5.00 м.;3.53 м.;10.авг;Дизельная;Год постройки ГД: 2014 Страна постройки: Финляндия Фирма постройки ГД: WARTSILA FINLAND OY Количество и мощность ГД: 2*1200 Марка ГД: 6L 20;;2 - Винторулевая колонка;4;3* 304;;;;;Аппаратура автоматической идентификационной системы Аппаратура ОВЧ двусторонней радиотелефонной связи (ГМССБ) Гирокомпас Лаг (устройство для измерения скорости и пройденного расстояния относительно воды) Магнитный компас Приемник расширенного группового вызова Приемник службы НАВТЕКС Приемник электронной системы определения местоположения (ЭСОМ) Радиолокационная станция (не СОЛАС) Радиоустановка ОВЧ (ГМССБ) Радиоустановка СЧ (ГМССБ) Спутниковый аварийный радиобуй системы КОСПАС-САРСАТ Судовая земная станция признанной подвижной спутниковой службы (ГМССБ) Устройство указания местоположения для целей поиска и спасания: радиолокационный ответчик (РЛО) Эхолот;;;10* 5560;;1;11;;;;;;;372;Дизельное, Моторное;3435 m3;ПГ;;Повышенной прочности;32.4
